genome_id,genome_name,freq,Domain,Genome.Name...Sample.Name,Phylum,Class,Order,Family,Genus,Species,Strain,Genome.Size
2630968840,Mycobacterium tuberculosis M2141,3,Bacteria,Mycobacterium tuberculosis M2141,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2141,4425068
2630968852,Mycobacterium tuberculosis NRITLD45,2,Bacteria,Mycobacterium tuberculosis NRITLD45,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD45,4423732
2630968855,Mycobacterium tuberculosis MD17890,2,Bacteria,Mycobacterium tuberculosis MD17890,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD17890,4371783
2630968875,Corynebacterium pilosum CIP103422,2,Bacteria,Corynebacterium pilosum CIP103422,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pilosum,CIP103422,2548014
2630968878,Mycobacterium tuberculosis 2229BH,2,Bacteria,Mycobacterium tuberculosis 2229BH,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,2229BH,4434395
2630968885,Mycobacterium tuberculosis TKK_04_0062,3,Bacteria,Mycobacterium tuberculosis TKK_04_0062,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0062,4397369
2630968891,Mycobacterium tuberculosis TKK_03_0153,3,Bacteria,Mycobacterium tuberculosis TKK_03_0153,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0153,4393805
2630968899,Mycobacterium tuberculosis TKK_03_0154,3,Bacteria,Mycobacterium tuberculosis TKK_03_0154,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0154,4398934
2630968909,Kocuria marina SO9-6,1,Bacteria,Kocuria marina SO9-6,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Kocuria marina,SO9-6,3066141
2630968910,Mycobacterium tuberculosis TKK_04_0095,3,Bacteria,Mycobacterium tuberculosis TKK_04_0095,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0095,4444263
2630968915,Mycobacterium tuberculosis NRITLD33,2,Bacteria,Mycobacterium tuberculosis NRITLD33,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD33,4419306
2630968921,Streptomyces xiamenensis 318,2,Bacteria,Streptomyces xiamenensis 318,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces xiamenensis,318,5961401
2630968922,Mycobacterium tuberculosis E186hv,3,Bacteria,Mycobacterium tuberculosis E186hv,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,E186hv,4332259
2630968925,Mycobacterium tuberculosis H37Rv,3,Bacteria,Mycobacterium tuberculosis H37Rv,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,H37Rv,4396119
2630968927,Mycobacterium tuberculosis M2435,2,Bacteria,Mycobacterium tuberculosis M2435,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2435,4424249
2630968929,Mycobacterium tuberculosis KT-0191,2,Bacteria,Mycobacterium tuberculosis KT-0191,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0191,4350857
2630968941,Mycobacterium tuberculosis KT-0184,2,Bacteria,Mycobacterium tuberculosis KT-0184,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0184,4366202
2630968944,Mycobacterium tuberculosis NRITLD17,2,Bacteria,Mycobacterium tuberculosis NRITLD17,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD17,4410938
2630968945,Tetrasphaera jenkinsii Ben 74,1,Bacteria,Tetrasphaera jenkinsii Ben 74,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera jenkinsii,Ben 74,3788586
2630968950,Mycobacterium tuberculosis KT-0026,4,Bacteria,Mycobacterium tuberculosis KT-0026,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0026,4340813
2630968954,Rhodococcus erythropolis CAS922i,5,Bacteria,Rhodococcus erythropolis CAS922i,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis,CAS922i,7204527
2630968956,Mycobacterium tuberculosis M2130,2,Bacteria,Mycobacterium tuberculosis M2130,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2130,4392747
2630968957,Mycobacterium tuberculosis TKK_04_0107,3,Bacteria,Mycobacterium tuberculosis TKK_04_0107,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0107,4387746
2630968971,Streptomyces sp. MNU77,1,Bacteria,Streptomyces sp. MNU77,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. MNU77,MNU77,8927210
2630968978,Mycobacterium tuberculosis MD15751,2,Bacteria,Mycobacterium tuberculosis MD15751,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15751,4425877
2630968982,Mycobacterium tuberculosis KT-0140,3,Bacteria,Mycobacterium tuberculosis KT-0140,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0140,4362850
2630968997,Saccharopolyspora erythraea DSM 40517,1,Bacteria,Saccharopolyspora erythraea DSM 40517,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora erythraea,,8230103
2630969010,Friedmanniella luteola DSM 21741,1,Bacteria,Friedmanniella luteola DSM 21741,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,Friedmanniella luteola,DSM 21741,4717514
2630969012,Rhodococcus pyridinivorans DSM 44555,4,Bacteria,Rhodococcus pyridinivorans DSM 44555,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus pyridinivorans,DSM 44555,5262484
2634166154,Agrococcus carbonis DSM 22965,1,Bacteria,Agrococcus carbonis DSM 22965,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus carbonis,DSM 22965,2773210
2634166170,Corynebacterium coyleae DSM 44184,2,Bacteria,Corynebacterium coyleae DSM 44184,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium coyleae,DSM 44184,2568936
2634166197,Arthrobacter alpinus DSM 22274,1,Bacteria,Arthrobacter alpinus DSM 22274,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter alpinus,DSM 22274,4622641
2634166199,Saccharopolyspora spinosa DSM 44228,1,Bacteria,Saccharopolyspora spinosa DSM 44228,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora spinosa,,9020646
2634166273,Micromonospora siamensis DSM 45097,1,Bacteria,Micromonospora siamensis DSM 45097,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora siamensis,DSM 45097,6250119
2634166275,Amycolatopsis keratiniphila nogabecina DSM 44586,1,Bacteria,Amycolatopsis keratiniphila nogabecina DSM 44586,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis keratiniphila,DSM 44586,9472522
2634166276,Arthrobacter crystallopoietes DSM 20117,1,Bacteria,Arthrobacter crystallopoietes DSM 20117,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter crystallopoietes,DSM 20117,5198474
2634166279,Agrococcus jejuensis DSM 22002,1,Bacteria,Agrococcus jejuensis DSM 22002,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Agrococcus jejuensis,DSM 22002,3400078
2634166282,Arthrobacter equi DSM 23395,1,Bacteria,Arthrobacter equi DSM 23395,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter equi,DSM 23395,4459078
2634166311,Lentzea waywayandensis DSM 44232,2,Bacteria,Lentzea waywayandensis DSM 44232,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Lentzea,Lentzea waywayandensis,DSM 44232,10153412
2634166313,Jiangella sp. DSM 45060,1,Bacteria,Jiangella sp. DSM 45060,Actinobacteria,Actinobacteria,Jiangellales,Jiangellaceae,Jiangella,Jiangella sp. DSM 45060,DSM 45060,7485957
2634166321,Blastococcus desertis DSM 46838,1,Bacteria,Blastococcus desertis DSM 46838,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus desertis,DSM 46838,5036776
2634166327,Amycolatopsis regifaucium DSM 45072,1,Bacteria,Amycolatopsis regifaucium DSM 45072,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis regifaucium,DSM 45072,8287612
2634166333,Amycolatopsis saalfeldensis DSM 44993,1,Bacteria,Amycolatopsis saalfeldensis DSM 44993,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis saalfeldensis,DSM 44993,9861953
2634166339,Amycolatopsis lurida DSM 43134,1,Bacteria,Amycolatopsis lurida DSM 43134,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis lurida,DSM 43134,9047228
2634166340,Streptomyces griseus DSM 40236,1,Bacteria,Streptomyces griseus DSM 40236,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus,DSM 40236,8630192
2634166344,Corynebacterium mycetoides DSM 20632,2,Bacteria,Corynebacterium mycetoides DSM 20632,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium mycetoides,DSM 20632,2266370
2634166345,Friedmanniella sagamiharensis DSM 21743,1,Bacteria,Friedmanniella sagamiharensis DSM 21743,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Friedmanniella,Friedmanniella sagamiharensis,DSM 21743,4405185
2634166362,Rhodococcus koreensis DSM 44498,6,Bacteria,Rhodococcus koreensis DSM 44498,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus koreensis,DSM 44498,10311574
2634166370,Tsukamurella pulmonis DSM 44142,2,Bacteria,Tsukamurella pulmonis DSM 44142,Actinobacteria,Actinobacteria,Actinomycetales,Tsukamurellaceae,Tsukamurella,Tsukamurella pulmonis,DSM 44142,4783064
2634166371,Streptomyces melanosporofaciens DSM 40318,1,Bacteria,Streptomyces melanosporofaciens DSM 40318,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces melanosporofaciens,DSM 40318,10769732
2634166372,Phycicoccus dokdonensis DSM 22329,2,Bacteria,Phycicoccus dokdonensis DSM 22329,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus dokdonensis,DSM 22329,3942064
2634166373,Streptomyces misionensis DSM 40306,1,Bacteria,Streptomyces misionensis DSM 40306,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces misionensis,DSM 40306,8473721
2634166392,Mycobacterium tuberculosis KT-0198,2,Bacteria,Mycobacterium tuberculosis KT-0198,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0198,4356542
2634166395,Rhodococcus ruber P25,4,Bacteria,Rhodococcus ruber P25,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus ruber,P25,5726768
2634166399,Streptomyces europaeiscabiei NCPPB 4064,1,Bacteria,Streptomyces europaeiscabiei NCPPB 4064,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces europaeiscabiei,NCPPB 4064,8608111
2634166412,Mycobacterium tuberculosis NRITLD31,3,Bacteria,Mycobacterium tuberculosis NRITLD31,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD31,4391525
2634166417,Mycobacterium tuberculosis TKK_03_0075,3,Bacteria,Mycobacterium tuberculosis TKK_03_0075,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0075,4397808
2634166418,Mycobacterium tuberculosis 2092HD,2,Bacteria,Mycobacterium tuberculosis 2092HD,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,2092HD,4405804
2634166423,Mycobacterium tuberculosis M2206,2,Bacteria,Mycobacterium tuberculosis M2206,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2206,4417759
2634166429,Actinobacteria bacterium OV320,3,Bacteria,Actinobacteria bacterium OV320,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. OV320,OV320,10138599
2634166430,Mycobacterium tuberculosis M992,3,Bacteria,Mycobacterium tuberculosis M992,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M992,4428262
2634166434,Mycobacterium tuberculosis NRITLD20,3,Bacteria,Mycobacterium tuberculosis NRITLD20,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD20,4403490
2634166437,Mycobacterium tuberculosis NRITLD16,3,Bacteria,Mycobacterium tuberculosis NRITLD16,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD16,4387919
2634166441,Corynebacterium pseudotuberculosis VD57,2,Bacteria,Corynebacterium pseudotuberculosis VD57,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,VD57,2337177
2634166444,Mycobacterium abscessus 4529,1,Bacteria,Mycobacterium abscessus 4529,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium abscessus,4529,4687494
2634166447,Mycobacterium tuberculosis 2995AB,3,Bacteria,Mycobacterium tuberculosis 2995AB,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,2995AB,4391190
2634166453,Mycobacterium tuberculosis M2139,2,Bacteria,Mycobacterium tuberculosis M2139,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2139,4410977
2634166456,Mycobacterium tuberculosis 13-4152,3,Bacteria,Mycobacterium tuberculosis 13-4152,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,13-4152,4327104
2634166482,Knoellia subterranea KCTC 19937,1,Bacteria,Knoellia subterranea KCTC 19937,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Knoellia,Knoellia subterranea,KCTC 19937,3566056
2634166484,Streptomyces sp. NRRL B-24891,1,Bacteria,Streptomyces sp. NRRL B-24891,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NRRL B-24891,NRRL B-24891,8280224
2634166485,Mycobacterium tuberculosis TKK_03_0035,3,Bacteria,Mycobacterium tuberculosis TKK_03_0035,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0035,4406611
2634166496,Corynebacterium pseudotuberculosis MB20,1,Bacteria,Corynebacterium pseudotuberculosis MB20,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,MB20,2363089
2634166511,Corynebacterium kroppenstedtii ITA205,2,Bacteria,Corynebacterium kroppenstedtii ITA205,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,ITA205,2514376
2634166899,Amycolatopsis tolypomycina DSM 44544,1,Bacteria,Amycolatopsis tolypomycina DSM 44544,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis tolypomycina,DSM 44544,10363431
2636415403,Mycobacterium tuberculosis KT-0192,3,Bacteria,Mycobacterium tuberculosis KT-0192,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0192,4390255
2636415408,Tetrasphaera australiensis Ben110,1,Bacteria,Tetrasphaera australiensis Ben110,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera australiensis,Ben110,4212273
2636415412,Mycobacterium tuberculosis KT-0203,2,Bacteria,Mycobacterium tuberculosis KT-0203,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0203,4362293
2636415433,Corynebacterium renale CIP 52.96,2,Bacteria,Corynebacterium renale CIP 52.96,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium renale,CIP 52.96,2322762
2636415441,Streptomyces sp. CMAA 1322,2,Bacteria,Streptomyces sp. CMAA 1322,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CMAA 1322,CMAA 1322,7055077
2636415455,Mycobacterium kansasii 662,3,Bacteria,Mycobacterium kansasii 662,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium kansasii,662,6383492
2636415463,Corynebacterium pseudotuberculosis 29156,2,Bacteria,Corynebacterium pseudotuberculosis 29156,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,29156,2338645
2636415476,Mycobacterium tuberculosis MD15958,2,Bacteria,Mycobacterium tuberculosis MD15958,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD15958,4416714
2636415488,Mycobacterium tuberculosis TKK_04_0104,3,Bacteria,Mycobacterium tuberculosis TKK_04_0104,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0104,4400239
2636415489,Streptomyces sp. HNS054,2,Bacteria,Streptomyces sp. HNS054,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. HNS054,HNS054,7452852
2636415493,Mycobacterium tuberculosis MD14839,2,Bacteria,Mycobacterium tuberculosis MD14839,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,MD14839,4422607
2636415499,Mycobacterium tuberculosis M2277,2,Bacteria,Mycobacterium tuberculosis M2277,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2277,4406860
2636415547,Mycobacterium tuberculosis TKK_04_0063,3,Bacteria,Mycobacterium tuberculosis TKK_04_0063,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0063,4389401
2636415553,Mycobacterium tuberculosis TKK_03_0113,3,Bacteria,Mycobacterium tuberculosis TKK_03_0113,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0113,4330105
2636415593,Mycobacterium tuberculosis KT-0187,3,Bacteria,Mycobacterium tuberculosis KT-0187,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0187,4371933
2636415605,Mycobacterium tuberculosis M984,2,Bacteria,Mycobacterium tuberculosis M984,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M984,4425604
2636415608,Mycobacterium tuberculosis M2440,2,Bacteria,Mycobacterium tuberculosis M2440,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2440,4415232
2636415639,Mycobacterium heckeshornense RLE,1,Bacteria,Mycobacterium heckeshornense RLE,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium heckeshornense,RLE,5010173
2636415641,Mycobacterium tuberculosis M2134,3,Bacteria,Mycobacterium tuberculosis M2134,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2134,4432155
2636415644,Mycobacterium tuberculosis TKK_03_0092,3,Bacteria,Mycobacterium tuberculosis TKK_03_0092,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0092,4407744
2636415656,Mycobacterium tuberculosis NRITLD19,3,Bacteria,Mycobacterium tuberculosis NRITLD19,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD19,4389958
2636415667,Mycobacterium tuberculosis M2342,3,Bacteria,Mycobacterium tuberculosis M2342,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2342,4423687
2636415694,Streptomyces stelliscabiei NRRL B-24447,1,Bacteria,Streptomyces stelliscabiei NRRL B-24447,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces stelliscabiei,NRRL B-24447,9978344
2636415695,Brevibacterium flavum ATCC 15168 (unscreened),2,Bacteria,Brevibacterium flavum ATCC 15168 (unscreened),Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,[Brevibacterium] flavum,ATCC 15168,3338699
2636415706,Mycobacterium tuberculosis TKK_03_0159,3,Bacteria,Mycobacterium tuberculosis TKK_03_0159,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0159,4399233
2636415713,Mycobacterium tuberculosis KT-0186,3,Bacteria,Mycobacterium tuberculosis KT-0186,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0186,4357371
2636415716,Mycobacterium arupense GUC1,2,Bacteria,Mycobacterium arupense GUC1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium arupense,GUC1,4441410
2636415726,Mycobacterium tuberculosis M2142,3,Bacteria,Mycobacterium tuberculosis M2142,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,M2142,4422680
2636415733,Mycobacterium tuberculosis KT-0182,2,Bacteria,Mycobacterium tuberculosis KT-0182,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0182,4358818
2636415748,Corynebacterium diphtheriae bv. gravis ISS 4749,3,Bacteria,Corynebacterium diphtheriae bv. gravis ISS 4749,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,ISS 4749,2366484
2636415772,Mycobacterium tuberculosis TKK_03_0105,3,Bacteria,Mycobacterium tuberculosis TKK_03_0105,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_03_0105,4397085
2636415775,Rhodococcus fascians F7,3,Bacteria,Rhodococcus fascians F7,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians,F7,5249875
2636415781,Kocuria polaris CMS 76or,1,Bacteria,Kocuria polaris CMS 76or,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Kocuria polaris,CMS 76or,3779802
2636415790,Mycobacterium kansasii 824,2,Bacteria,Mycobacterium kansasii 824,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium kansasii,824,6402301
2636415797,Mycobacterium tuberculosis TKK_04_0079,3,Bacteria,Mycobacterium tuberculosis TKK_04_0079,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0079,4403526
2636415805,Mycobacterium llatzerense CLUC14,1,Bacteria,Mycobacterium llatzerense CLUC14,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium llatzerense,CLUC14,6091591
2636415814,Mycobacterium bovis AF 2122/97,1,Bacteria,Mycobacterium bovis AF 2122/97,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis,AF 2122/97,4358088
2636415823,Mycobacterium tuberculosis KT-0188,2,Bacteria,Mycobacterium tuberculosis KT-0188,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,KT-0188,4358943
2636415835,Mycobacterium tuberculosis TKK_04_0126,3,Bacteria,Mycobacterium tuberculosis TKK_04_0126,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,TKK_04_0126,4394989
2636415838,Streptomyces galbus KCCM 41354 (unscreened),2,Bacteria,Streptomyces galbus KCCM 41354 (unscreened),Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces galbus,KCCM 41354,10053065
2636415843,Mycobacterium obuense DSM 44075,1,Bacteria,Mycobacterium obuense DSM 44075,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium obuense,DSM 44075,5710643
2636415853,Corynebacterium ulcerans 131002,2,Bacteria,Corynebacterium ulcerans 131002,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ulcerans,131002,2434569
2636415856,Mycobacterium obuense UC1,1,Bacteria,Mycobacterium obuense UC1,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium obuense,UC1,6381766
2636415863,Streptomyces natalensis ATCC 27448,1,Bacteria,Streptomyces natalensis ATCC 27448,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces natalensis,,8651730
2636415868,Mycobacterium tuberculosis NRITLD10,3,Bacteria,Mycobacterium tuberculosis NRITLD10,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NRITLD10,4387174
