"taxon_oid"	"Domain"	"Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Species"	"NCBI.Taxon.ID"	"NCBI.Project.ID"	"JGI.Project.ID...ITS.PID"	"Strain"	"Ecosystem"	"Ecosystem.Category"	"Ecotype"	"Genome.Size"	"Gene.Count"	"X"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
2639763023	"Bacteria"	"Permanent Draft"	"Genetic basis of strain dependant traits in Propionibacterium freudenreichii"	"Propionibacterium freudenreichii CIRM-BIA125"	"National Institute for Agricultural Research (INRA)"	2639763023	"Propionibacterium freudenreichii"	1744	0	0	"CIRM-BIA125"	""	""	NA	2511448	2268	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacterium"
2639763035	"Bacteria"	"Finished"	"Corynebacterium glutamicum B253 genome sequencing"	"Corynebacterium glutamicum B253"	"Chinese Academy of Sciences, Tianjin Institute of Industrial Biotechnology"	2639763035	"Corynebacterium glutamicum"	1718	0	0	"B253"	""	""	NA	3207539	3029	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2639763038	"Bacteria"	"Permanent Draft"	"Jiangella alkaliphila strain:KCTC 19222 genome sequencing"	"Jiangella alkaliphila KCTC 19222"	"Yunnan Institute of Microbiology"	2639763038	"Jiangella alkaliphila"	419479	0	0	"KCTC 19222"	""	""	NA	7567314	7130	NA	"Actinobacteria"	"Actinobacteria"	"Jiangellales"	"Jiangellaceae"	"Jiangella"
2639763039	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis M2278"	"Broad Institute"	2639763039	"Mycobacterium tuberculosis"	1448783	0	0	"M2278"	""	""	NA	4412740	4170	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763048	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis TKK_03_0114"	"Broad Institute"	2639763048	"Mycobacterium tuberculosis"	1448448	0	0	"TKK_03_0114"	""	""	NA	4389976	4146	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763069	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis M1307"	"Broad Institute"	2639763069	"Mycobacterium tuberculosis"	1448655	0	0	"M1307"	""	""	NA	4413937	4141	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763074	"Bacteria"	"Permanent Draft"	"Draft genome sequencing of Rhodococcus sp. BS-15"	"Rhodococcus sp. BS-15"	"Kitami Institite of Technology"	2639763074	"Rhodococcus sp."	1831	0	0	"BS-15"	""	""	NA	5503008	6468	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Nocardiaceae"	"Rhodococcus"
2639763098	"Bacteria"	"Finished"	"Rhodococcus erythropolis BG43 (=DSM 46869) genome sequencing"	"Rhodococcus erythropolis BG43"	"Bielefeld University"	2639763098	"Rhodococcus erythropolis"	1833	0	0	"DSM 46869"	""	""	NA	6334075	5950	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"
2639763099	"Bacteria"	"Permanent Draft"	"Mycobacterium tuberculosis sequencing- Institute Of Microbiology Chinese Academy of Sciences"	"Mycobacterium tuberculosis Mtb526"	"Chinese Academy of Science, Institute of Microbiology"	2639763099	"Mycobacterium tuberculosis"	1355019	0	0	"Mtb526"	""	""	NA	4198404	4317	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763110	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis NRITLD49"	"Broad Institute"	2639763110	"Mycobacterium tuberculosis"	1455268	0	0	"NRITLD49"	""	""	NA	4390757	4173	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763130	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis M2376"	"Broad Institute"	2639763130	"Mycobacterium tuberculosis"	1448796	0	0	"M2376"	""	""	NA	4413093	4187	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763133	"Bacteria"	"Permanent Draft"	"Corynebacterium diphtheriae bv. gravis ISS 4060"	"Corynebacterium diphtheriae bv. gravis ISS 4060"	"University of Strathclyde, Northumbria University"	2639763133	"Corynebacterium diphtheriae"	1450521	0	0	"ISS 4060"	""	""	NA	2395664	2327	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Corynebacteriaceae"	"Corynebacterium"
2639763141	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis M2132"	"Broad Institute"	2639763141	"Mycobacterium tuberculosis"	1448758	0	0	"M2132"	""	""	NA	4396700	4164	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763148	"Bacteria"	"Permanent Draft"	"Genome sequencing of Actinobacteria strains from endosphere of Populus trichocarpa"	"Actinobacteria bacterium OV450"	"Oak Ridge National Laboratory"	2639763148	"Actinobacteria bacterium OV450"	1592328	0	0	"OV450"	""	""	NA	9202048	8580	NA	"Actinobacteria"	"Actinobacteria"	"unclassified"	"unclassified"	"unclassified"
2639763154	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis M2191"	"Broad Institute"	2639763154	"Mycobacterium tuberculosis"	1448775	0	0	"M2191"	""	""	NA	4404714	4182	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763155	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis TKK_04_0134"	"Broad Institute"	2639763155	"Mycobacterium tuberculosis"	1448593	0	0	"TKK_04_0134"	""	""	NA	4389207	4169	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763165	"Bacteria"	"Permanent Draft"	"Broad institute TB Antibiotic Resistance Catalog"	"Mycobacterium tuberculosis TKK_03_0089"	"Broad Institute"	2639763165	"Mycobacterium tuberculosis"	1448426	0	0	"TKK_03_0089"	""	""	NA	4361515	4104	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Mycobacteriaceae"	"Mycobacterium"
2639763174	"Bacteria"	"Permanent Draft"	"Corynebacterium glutamicum SYPS-062 genome sequencing"	"Corynebacterium glutamicum SYPS-062"	"Jiangnan University"	2639763174	"Corynebacterium glutamicum"	1718	0	0	"SYPS-062"	""	""	NA	3214861	3165	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Corynebacteriaceae"	"Corynebacterium"
2639763183	"Bacteria"	"Permanent Draft"	"Genome sequencing of Actinobacteria strains from endosphere of Populus trichocarpa"	"Actinobacteria bacterium OK006"	"Oak Ridge National Laboratory"	2639763183	"Streptomyces sp. OK006"	1931	0	0	"OK006"	""	""	NA	11932666	10975	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2642422517	"Bacteria"	"Draft"	"Exploiting the genomes of the Actinobacteria: plant growth promoters and producers of natural products and energy relevant enzymes united in a taxonomically unresolved phylum"	"Amycolatopsis australiensis DSM 44671"	"DOE Joint Genome Institute (JGI)"	2642422517	"Amycolatopsis australiensis"	546364	0	1068300	"DSM 44671"	""	""	NA	9312140	8769	NA	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Pseudonocardiaceae"	"Amycolatopsis"
2642422544	"Bacteria"	"Draft"	"Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA"	"Arthrobacter subterraneus NP_1H"	"DOE Joint Genome Institute (JGI)"	2642422544	"Arthrobacter subterraneus"	335973	0	1066555	"NP_1H"	""	""	NA	3871381	3703	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2642422554	"Bacteria"	"Draft"	"Exploiting the genomes of the Actinobacteria: plant growth promoters and producers of natural products and energy relevant enzymes united in a taxonomically unresolved phylum"	"Rhodococcus jostii DSM 44719"	"DOE Joint Genome Institute (JGI)"	2642422554	"Rhodococcus jostii"	132919	0	1068301	"DSM 44719"	""	""	NA	9912981	9199	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Rhodococcus"
2642422555	"Bacteria"	"Draft"	"Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems."	"Mycobacterium sp. 88MF"	"DOE Joint Genome Institute (JGI)"	2642422555	"Mycobacterium sp. 88MF"	1785	0	1065147	"88MF"	"Host-associated"	"Plants"	NA	6734829	6509	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
2643221546	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Microbacterium sp. Root53"	"Max Planck Institute for Plant Breeding Research"	2643221546	"Microbacterium sp. Root53"	1736553	0	0	"Root53"	""	""	NA	2910897	2808	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Microbacterium"
2643221561	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardioides sp. Root151"	"Max Planck Institute for Plant Breeding Research"	2643221561	"Nocardioides sp. Root151"	1736475	0	0	"Root151"	""	""	NA	4984412	4869	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
2643221567	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Phycicoccus sp. Root563"	"Max Planck Institute for Plant Breeding Research"	2643221567	"Phycicoccus sp. Root563"	1736562	0	0	"Root563"	""	""	NA	4163945	3953	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"
2643221578	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root63"	"Max Planck Institute for Plant Breeding Research"	2643221578	"Streptomyces sp. Root63"	1736573	0	0	"Root63"	""	""	NA	9213798	8181	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221587	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root66D1"	"Max Planck Institute for Plant Breeding Research"	2643221587	"Streptomyces sp. Root66D1"	1736582	0	0	"Root66D1"	""	""	NA	7586415	6827	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221601	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Kitasatospora sp. Root187"	"Max Planck Institute for Plant Breeding Research"	2643221601	"Kitasatospora sp. Root187"	1736486	0	0	"Root187"	""	""	NA	7493239	6881	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Kitasatospora"
2643221613	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Oerskovia sp. Root22"	"Max Planck Institute for Plant Breeding Research"	2643221613	"Oerskovia sp. Root22"	1736494	0	0	"Root22"	""	""	NA	4622396	4061	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Oerskovia"
2643221617	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardioides sp. Root79"	"Max Planck Institute for Plant Breeding Research"	2643221617	"Nocardioides sp. Root79"	1736600	0	0	"Root79"	""	""	NA	5139111	4915	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
2643221620	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardioides sp. Root240"	"Max Planck Institute for Plant Breeding Research"	2643221620	"Nocardioides sp. Root240"	1736500	0	0	"Root240"	""	""	NA	5134593	4907	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
2643221624	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Phycicoccus sp. Root101"	"Max Planck Institute for Plant Breeding Research"	2643221624	"Phycicoccus sp. Root101"	1736421	0	0	"Root101"	""	""	NA	4384879	4125	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"
2643221631	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Kitasatospora sp. Root107"	"Max Planck Institute for Plant Breeding Research"	2643221631	"Kitasatospora sp. Root107"	1736424	0	0	"Root107"	""	""	NA	8168043	7546	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Kitasatospora"
2643221647	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root369"	"Max Planck Institute for Plant Breeding Research"	2643221647	"Streptomyces sp. Root369"	1736523	0	0	"Root369"	""	""	NA	10741251	9866	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221670	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root431"	"Max Planck Institute for Plant Breeding Research"	2643221670	"Streptomyces sp. Root431"	1736535	0	0	"Root431"	""	""	NA	6497041	5882	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221673	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root1295"	"Max Planck Institute for Plant Breeding Research"	2643221673	"Streptomyces sp. Root1295"	1736448	0	0	"Root1295"	""	""	NA	9196637	8175	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221677	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root1304"	"Max Planck Institute for Plant Breeding Research"	2643221677	"Streptomyces sp. Root1304"	1736450	0	0	"Root1304"	""	""	NA	7584031	6804	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221678	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root1310"	"Max Planck Institute for Plant Breeding Research"	2643221678	"Streptomyces sp. Root1310"	1736452	0	0	"Root1310"	""	""	NA	9540101	8480	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221679	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Angustibacter sp. Root456"	"Max Planck Institute for Plant Breeding Research"	2643221679	"Angustibacter sp. Root456"	1736539	0	0	"Root456"	""	""	NA	3839507	3705	NA	"Actinobacteria"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Angustibacter"
2643221692	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardia sp. Root136"	"Max Planck Institute for Plant Breeding Research"	2643221692	"Nocardia sp. Root136"	1736458	0	0	"Root136"	""	""	NA	7282860	6790	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Nocardiaceae"	"Nocardia"
2643221696	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardioides sp. Root140"	"Max Planck Institute for Plant Breeding Research"	2643221696	"Nocardioides sp. Root140"	1736460	0	0	"Root140"	""	""	NA	5431823	5250	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
2643221701	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Mycobacterium sp. Soil538"	"ETH Zurich"	2643221701	"Mycobacterium sp. Soil538"	1736391	0	0	"Soil538"	""	""	NA	5747657	5588	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
2643221703	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Janibacter sp. Soil728"	"ETH Zurich"	2643221703	"Janibacter sp. Soil728"	1736393	0	0	"Soil728"	""	""	NA	3637840	3513	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Janibacter"
2643221704	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Knoellia sp. Soil729"	"ETH Zurich"	2643221704	"Knoellia sp. Soil729"	1736394	0	0	"Soil729"	""	""	NA	3605744	3409	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Knoellia"
2643221705	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil736"	"ETH Zurich"	2643221705	"Arthrobacter sp. Soil736"	1736395	0	0	"Soil736"	""	""	NA	5884613	5676	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221706	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil761"	"ETH Zurich"	2643221706	"Arthrobacter sp. Soil761"	1736400	0	0	"Soil761"	""	""	NA	5007737	4712	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221707	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil762"	"ETH Zurich"	2643221707	"Arthrobacter sp. Soil762"	1736401	0	0	"Soil762"	""	""	NA	4526559	4345	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221708	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil763"	"ETH Zurich"	2643221708	"Arthrobacter sp. Soil763"	1736402	0	0	"Soil763"	""	""	NA	3540433	3308	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221711	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Terrabacter sp. Root85"	"Max Planck Institute for Plant Breeding Research"	2643221711	"Terrabacter sp. Root85"	1736603	0	0	"Root85"	""	""	NA	4865335	4483	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Terrabacter"
2643221714	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Streptomyces sp. Root264"	"Max Planck Institute for Plant Breeding Research"	2643221714	"Streptomyces sp. Root264"	1736503	0	0	"Root264"	""	""	NA	9015452	8114	NA	"Actinobacteria"	"Actinobacteria"	"Streptomycetales"	"Streptomycetaceae"	"Streptomyces"
2643221715	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Mycobacterium sp. Root265"	"Max Planck Institute for Plant Breeding Research"	2643221715	"Mycobacterium sp. Root265"	1736504	0	0	"Root265"	""	""	NA	6671032	6536	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Mycobacteriaceae"	"Mycobacterium"
2643221781	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Leaf69"	"Max Planck Institute for Plant Breeding Research"	2643221781	"Arthrobacter sp. Leaf69"	1736232	0	0	"Leaf69"	""	""	NA	4140548	3816	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221784	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Leaf234"	"Max Planck Institute for Plant Breeding Research"	2643221784	"Arthrobacter sp. Leaf234"	1736303	0	0	"Leaf234"	""	""	NA	3524245	3308	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221808	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Leaf137"	"Max Planck Institute for Plant Breeding Research"	2643221808	"Arthrobacter sp. Leaf137"	1736271	0	0	"Leaf137"	""	""	NA	4375549	4095	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221810	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Leaf141"	"Max Planck Institute for Plant Breeding Research"	2643221810	"Arthrobacter sp. Leaf141"	1736273	0	0	"Leaf141"	""	""	NA	4355205	4078	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221812	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Williamsia sp. Leaf354"	"Max Planck Institute for Plant Breeding Research"	2643221812	"Williamsia sp. Leaf354"	1736349	0	0	"Leaf354"	""	""	NA	4566645	4257	NA	"Actinobacteria"	"Actinobacteria"	"Corynebacteriales"	"Williamsiaceae"	"Williamsia"
2643221815	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Curtobacterium sp. Leaf183"	"Max Planck Institute for Plant Breeding Research"	2643221815	"Curtobacterium sp. Leaf183"	1736291	0	0	"Leaf183"	""	""	NA	3580776	3440	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Curtobacterium"
2643221831	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Marmoricola sp. Leaf446"	"Max Planck Institute for Plant Breeding Research"	2643221831	"Marmoricola sp. Leaf446"	1736379	0	0	"Leaf446"	""	""	NA	3813749	3653	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"
2643221840	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Curtobacterium sp. Leaf261"	"Max Planck Institute for Plant Breeding Research"	2643221840	"Curtobacterium sp. Leaf261"	1736311	0	0	"Leaf261"	""	""	NA	3926430	3593	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Microbacteriaceae"	"Curtobacterium"
2643221842	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Phycicoccus sp. Soil748"	"ETH Zurich"	2643221842	"Phycicoccus sp. Soil748"	1736397	0	0	"Soil748"	""	""	NA	3974301	3781	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"
2643221844	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Tetrasphaera sp. Soil756"	"ETH Zurich"	2643221844	"Tetrasphaera sp. Soil756"	1736399	0	0	"Soil756"	""	""	NA	3470999	3294	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Tetrasphaera"
2643221845	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil764"	"ETH Zurich"	2643221845	"Arthrobacter sp. Soil764"	1736403	0	0	"Soil764"	""	""	NA	4346402	4076	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221851	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Arthrobacter sp. Soil782"	"ETH Zurich"	2643221851	"Arthrobacter sp. Soil782"	1736410	0	0	"Soil782"	""	""	NA	3422365	3307	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Arthrobacter"
2643221854	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Nocardioides sp. Soil797"	"ETH Zurich"	2643221854	"Nocardioides sp. Soil797"	1736413	0	0	"Soil797"	""	""	NA	4386361	4283	NA	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"
2643221855	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Phycicoccus sp. Soil802"	"ETH Zurich"	2643221855	"Phycicoccus sp. Soil802"	1736414	0	0	"Soil802"	""	""	NA	4294604	4044	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"
2643221856	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Phycicoccus sp. Soil803"	"ETH Zurich"	2643221856	"Phycicoccus sp. Soil803"	1736415	0	0	"Soil803"	""	""	NA	4467636	4194	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Phycicoccus"
2643221875	"Bacteria"	"Permanent Draft"	"Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities"	"Terrabacter sp. Soil810"	"ETH Zurich"	2643221875	"Terrabacter sp. Soil810"	1736418	0	0	"Soil810"	""	""	NA	4888783	4559	NA	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Intrasporangiaceae"	"Terrabacter"
